VOI_mesh.GetPoint(j, VOIPnt)
[-48.45809999999999, 14.777299999999997, -95.0]
[-48.8878, 14.777299999999997, -92.0]
[-48.02839999999999, 14.777299999999997, -95.0]
[-56.19269999999999, 15.207000000000022, -95.0]
[-53.61449999999999, 15.207000000000022, -95.0]
[-53.184799999999996, 14.777299999999997, -92.0]
[-53.184799999999996, 15.207000000000022, -95.0]
[-52.7551, 15.207000000000022, -92.0]
[-48.8878, 15.207000000000022, -95.0]
[-49.317499999999995, 15.207000000000022, -92.0]
[-48.45809999999999, 15.207000000000022, -95.0]
[-56.19269999999999, 15.636700000000019, -95.0]
[-53.61449999999999, 15.636700000000019, -95.0]
[-53.184799999999996, 15.636700000000019, -95.0]
[-52.7551, 15.636700000000019, -95.0]
[-52.32539999999999, 15.207000000000022, -92.0]
[-52.32539999999999, 15.636700000000019, -95.0]
[-51.89569999999999, 15.636700000000019, -92.0]
[-49.317499999999995, 15.636700000000019, -95.0]
[-49.74719999999999, 15.636700000000019, -92.0]
[-48.8878, 15.636700000000019, -95.0]
[-54.04419999999999, 16.066400000000016, -95.0]
[-53.61449999999999, 16.066400000000016, -95.0]
[-53.184799999999996, 16.066400000000016, -95.0]
[-52.7551, 16.066400000000016, -95.0]
[-52.32539999999999, 16.066400000000016, -95.0]
[-51.89569999999999, 16.066400000000016, -95.0]
[-51.465999999999994, 15.636700000000019, -92.0]
[-51.465999999999994, 16.066400000000016, -95.0]
[-51.0363, 16.066400000000016, -92.0]
[-49.74719999999999, 16.066400000000016, -95.0]
[-50.17689999999999, 16.066400000000016, -92.0]
[-49.317499999999995, 16.066400000000016, -95.0]
[-48.8878, 16.066400000000016, -95.0]
[-55.333299999999994, 16.496100000000013, -92.0]
[-54.4739, 16.496100000000013, -95.0]
[-54.04419999999999, 16.496100000000013, -95.0]
[-53.61449999999999, 16.496100000000013, -95.0]
[-53.184799999999996, 16.496100000000013, -95.0]
[-52.7551, 16.496100000000013, -95.0]
[-52.32539999999999, 16.496100000000013, -95.0]
[-51.89569999999999, 16.496100000000013, -95.0]
[-51.465999999999994, 16.496100000000013, -95.0]
[-51.0363, 16.496100000000013, -95.0]
[-50.6066, 16.066400000000016, -92.0]
[-50.6066, 16.496100000000013, -95.0]
[-50.17689999999999, 16.496100000000013, -95.0]
[-49.74719999999999, 16.496100000000013, -95.0]
[-49.317499999999995, 16.496100000000013, -95.0]
[-48.8878, 16.496100000000013, -95.0]
[-48.45809999999999, 16.496100000000013, -95.0]
[-54.4739, 16.92580000000001, -95.0]
[-54.04419999999999, 16.92580000000001, -95.0]
[-53.61449999999999, 16.92580000000001, -95.0]
[-53.184799999999996, 16.92580000000001, -95.0]
[-52.7551, 16.92580000000001, -95.0]
[-52.32539999999999, 16.92580000000001, -95.0]
[-51.89569999999999, 16.92580000000001, -95.0]
[-51.465999999999994, 16.92580000000001, -95.0]
[-51.0363, 16.92580000000001, -95.0]
[-50.6066, 16.92580000000001, -95.0]
[-50.17689999999999, 16.92580000000001, -95.0]
[-49.74719999999999, 16.92580000000001, -95.0]
[-49.317499999999995, 16.92580000000001, -95.0]
[-48.8878, 16.92580000000001, -95.0]
[-48.45809999999999, 16.92580000000001, -95.0]
[-48.02839999999999, 16.92580000000001, -95.0]
[-47.598699999999994, 16.92580000000001, -95.0]
[-47.169, 16.92580000000001, -95.0]
[-54.04419999999999, 17.355500000000006, -95.0]
[-53.61449999999999, 17.355500000000006, -95.0]
[-53.184799999999996, 17.355500000000006, -95.0]
[-52.7551, 17.355500000000006, -95.0]
[-52.32539999999999, 17.355500000000006, -95.0]
[-51.89569999999999, 17.355500000000006, -95.0]
[-51.465999999999994, 17.355500000000006, -95.0]
[-51.0363, 17.355500000000006, -95.0]
[-50.6066, 17.355500000000006, -95.0]
[-50.17689999999999, 17.355500000000006, -95.0]
[-49.74719999999999, 17.355500000000006, -95.0]
[-49.317499999999995, 17.355500000000006, -95.0]
[-48.8878, 17.355500000000006, -95.0]
[-48.45809999999999, 17.355500000000006, -95.0]
[-48.02839999999999, 17.355500000000006, -95.0]
[-47.598699999999994, 17.355500000000006, -95.0]
[-47.169, 17.355500000000006, -95.0]
[-54.04419999999999, 17.785200000000003, -95.0]
[-53.61449999999999, 17.785200000000003, -95.0]
[-53.184799999999996, 17.785200000000003, -95.0]
[-52.7551, 17.785200000000003, -95.0]
[-52.32539999999999, 17.785200000000003, -95.0]
[-51.89569999999999, 17.785200000000003, -95.0]
[-51.465999999999994, 17.785200000000003, -95.0]
[-51.0363, 17.785200000000003, -95.0]
[-50.6066, 17.785200000000003, -95.0]
[-50.17689999999999, 17.785200000000003, -95.0]
[-49.74719999999999, 17.785200000000003, -95.0]
[-49.317499999999995, 17.785200000000003, -95.0]
[-48.8878, 17.785200000000003, -95.0]
[-48.45809999999999, 17.785200000000003, -95.0]
[-48.02839999999999, 17.785200000000003, -95.0]
[-47.598699999999994, 17.785200000000003, -95.0]
[-53.184799999999996, 18.2149, -95.0]
[-52.7551, 18.2149, -95.0]
[-52.32539999999999, 18.2149, -95.0]
[-51.89569999999999, 18.2149, -95.0]
[-51.465999999999994, 18.2149, -95.0]
[-51.0363, 18.2149, -95.0]
[-50.6066, 18.2149, -95.0]
[-50.17689999999999, 18.2149, -95.0]
[-49.74719999999999, 18.2149, -95.0]
[-49.317499999999995, 18.2149, -95.0]
[-48.8878, 18.2149, -95.0]
[-48.45809999999999, 18.2149, -95.0]
[-48.02839999999999, 18.2149, -95.0]
[-47.598699999999994, 18.2149, -95.0]
[-52.7551, 18.644599999999997, -95.0]
[-52.32539999999999, 18.644599999999997, -95.0]
[-51.89569999999999, 18.644599999999997, -95.0]
[-51.465999999999994, 18.644599999999997, -95.0]
[-51.0363, 18.644599999999997, -95.0]
[-50.6066, 18.644599999999997, -95.0]
[-50.17689999999999, 18.644599999999997, -95.0]
[-49.74719999999999, 18.644599999999997, -95.0]
[-49.317499999999995, 18.644599999999997, -95.0]
[-48.8878, 18.644599999999997, -95.0]
[-48.45809999999999, 18.644599999999997, -95.0]
[-48.02839999999999, 18.644599999999997, -95.0]
[-51.0363, 19.074300000000022, -95.0]
[-50.6066, 19.074300000000022, -95.0]
[-50.6066, 10.050600000000003, -92.0]
[-50.17689999999999, 10.050600000000003, -92.0]
[-47.598699999999994, 10.050600000000003, -89.0]
[-51.0363, 10.4803, -92.0]
[-50.6066, 10.4803, -92.0]
[-50.17689999999999, 10.4803, -92.0]
[-49.74719999999999, 10.4803, -92.0]
[-49.317499999999995, 10.4803, -92.0]
[-48.8878, 10.4803, -92.0]
[-48.45809999999999, 10.4803, -92.0]
[-48.02839999999999, 10.4803, -92.0]
[-47.598699999999994, 10.4803, -89.0]
[-47.169, 10.4803, -89.0]
[-46.7393, 10.4803, -89.0]
[-46.30959999999999, 10.4803, -89.0]
[-45.87989999999999, 10.4803, -89.0]
[-53.184799999999996, 10.909999999999997, -92.0]
[-52.7551, 10.909999999999997, -92.0]
[-52.32539999999999, 10.909999999999997, -92.0]
[-51.89569999999999, 10.909999999999997, -92.0]
[-51.465999999999994, 10.909999999999997, -92.0]
[-51.0363, 10.909999999999997, -92.0]
[-50.6066, 10.909999999999997, -92.0]
[-50.17689999999999, 10.909999999999997, -92.0]
[-49.74719999999999, 10.909999999999997, -92.0]
[-49.317499999999995, 10.909999999999997, -92.0]
[-48.8878, 10.909999999999997, -92.0]
[-48.45809999999999, 10.909999999999997, -92.0]
[-48.02839999999999, 10.909999999999997, -92.0]
[-47.598699999999994, 10.909999999999997, -89.0]
[-46.30959999999999, 10.909999999999997, -89.0]
[-45.87989999999999, 10.909999999999997, -89.0]
[-54.04419999999999, 11.339700000000022, -92.0]
[-53.61449999999999, 11.339700000000022, -92.0]
[-53.184799999999996, 11.339700000000022, -92.0]
[-52.7551, 11.339700000000022, -92.0]
[-52.32539999999999, 11.339700000000022, -92.0]
[-51.89569999999999, 11.339700000000022, -92.0]
[-51.465999999999994, 11.339700000000022, -92.0]
[-51.0363, 11.339700000000022, -92.0]
[-50.6066, 11.339700000000022, -92.0]
[-50.17689999999999, 11.339700000000022, -92.0]
[-49.74719999999999, 11.339700000000022, -92.0]
[-49.317499999999995, 11.339700000000022, -92.0]
[-48.8878, 11.339700000000022, -92.0]
[-48.45809999999999, 11.339700000000022, -92.0]
[-48.02839999999999, 11.339700000000022, -92.0]
[-47.169, 10.909999999999997, -89.0]
[-46.7393, 10.909999999999997, -89.0]
[-54.04419999999999, 11.769400000000019, -92.0]
[-53.61449999999999, 11.769400000000019, -92.0]
[-53.184799999999996, 11.769400000000019, -92.0]
[-52.7551, 11.769400000000019, -92.0]
[-52.32539999999999, 11.769400000000019, -92.0]
[-51.89569999999999, 11.769400000000019, -92.0]
[-51.465999999999994, 11.769400000000019, -92.0]
[-51.0363, 11.769400000000019, -92.0]
[-50.6066, 11.769400000000019, -92.0]
[-50.17689999999999, 11.769400000000019, -92.0]
[-49.74719999999999, 11.769400000000019, -92.0]
[-49.317499999999995, 11.769400000000019, -92.0]
[-48.8878, 11.769400000000019, -92.0]
[-48.45809999999999, 11.769400000000019, -92.0]
[-48.02839999999999, 11.769400000000019, -92.0]
[-54.04419999999999, 12.199100000000016, -92.0]
[-53.61449999999999, 12.199100000000016, -92.0]
[-53.184799999999996, 12.199100000000016, -92.0]
[-52.7551, 12.199100000000016, -92.0]
[-52.32539999999999, 12.199100000000016, -92.0]
[-51.89569999999999, 12.199100000000016, -92.0]
[-51.465999999999994, 12.199100000000016, -92.0]
[-51.0363, 12.199100000000016, -92.0]
[-50.6066, 12.199100000000016, -92.0]
[-50.17689999999999, 12.199100000000016, -92.0]
[-49.74719999999999, 12.199100000000016, -92.0]
[-49.317499999999995, 12.199100000000016, -92.0]
[-48.8878, 12.199100000000016, -92.0]
[-48.45809999999999, 12.199100000000016, -92.0]
[-54.04419999999999, 12.628800000000012, -92.0]
[-53.61449999999999, 12.628800000000012, -92.0]
[-53.184799999999996, 12.628800000000012, -92.0]
[-52.7551, 12.628800000000012, -92.0]
[-52.32539999999999, 12.628800000000012, -92.0]
[-51.89569999999999, 12.628800000000012, -92.0]
[-51.465999999999994, 12.628800000000012, -92.0]
[-51.0363, 12.628800000000012, -92.0]
[-50.6066, 12.628800000000012, -92.0]
[-50.17689999999999, 12.628800000000012, -92.0]
[-49.74719999999999, 12.628800000000012, -92.0]
[-49.317499999999995, 12.628800000000012, -92.0]
[-48.8878, 12.628800000000012, -92.0]
[-48.45809999999999, 12.628800000000012, -92.0]
[-54.04419999999999, 13.05850000000001, -92.0]
[-53.61449999999999, 13.05850000000001, -92.0]
[-53.184799999999996, 13.05850000000001, -92.0]
[-52.7551, 13.05850000000001, -92.0]
[-52.32539999999999, 13.05850000000001, -92.0]
[-51.89569999999999, 13.05850000000001, -92.0]
[-51.465999999999994, 13.05850000000001, -92.0]
[-51.0363, 13.05850000000001, -92.0]
[-50.6066, 13.05850000000001, -92.0]
[-50.17689999999999, 13.05850000000001, -92.0]
[-49.74719999999999, 13.05850000000001, -92.0]
[-49.317499999999995, 13.05850000000001, -92.0]
[-48.8878, 13.05850000000001, -92.0]
[-48.45809999999999, 13.05850000000001, -92.0]
[-53.61449999999999, 13.488200000000006, -92.0]
[-53.184799999999996, 13.488200000000006, -92.0]
[-52.7551, 13.488200000000006, -92.0]
[-52.32539999999999, 13.488200000000006, -92.0]
[-51.89569999999999, 13.488200000000006, -92.0]
[-51.465999999999994, 13.488200000000006, -92.0]
[-51.0363, 13.488200000000006, -92.0]
[-50.6066, 13.488200000000006, -92.0]
[-50.17689999999999, 13.488200000000006, -92.0]
[-49.74719999999999, 13.488200000000006, -92.0]
[-49.317499999999995, 13.488200000000006, -92.0]
[-48.8878, 13.488200000000006, -92.0]
[-48.45809999999999, 13.488200000000006, -92.0]
[-53.61449999999999, 13.917900000000003, -92.0]
[-53.184799999999996, 13.917900000000003, -92.0]
[-52.7551, 13.917900000000003, -92.0]
[-52.32539999999999, 13.917900000000003, -92.0]
[-51.89569999999999, 13.917900000000003, -92.0]
[-51.465999999999994, 13.917900000000003, -92.0]
[-51.0363, 13.917900000000003, -92.0]
[-50.6066, 13.917900000000003, -92.0]
[-50.17689999999999, 13.917900000000003, -92.0]
[-49.74719999999999, 13.917900000000003, -92.0]
[-49.317499999999995, 13.917900000000003, -92.0]
[-48.8878, 13.917900000000003, -92.0]
[-48.45809999999999, 13.917900000000003, -92.0]
[-53.61449999999999, 14.3476, -92.0]
[-53.184799999999996, 14.3476, -92.0]
[-52.7551, 14.3476, -92.0]
[-52.32539999999999, 14.3476, -92.0]
[-51.89569999999999, 14.3476, -92.0]
[-51.465999999999994, 14.3476, -92.0]
[-51.0363, 14.3476, -92.0]
[-50.6066, 14.3476, -92.0]
[-50.17689999999999, 14.3476, -92.0]
[-49.74719999999999, 14.3476, -92.0]
[-49.317499999999995, 14.3476, -92.0]
[-48.8878, 14.3476, -92.0]
[-52.7551, 14.777299999999997, -92.0]
[-52.32539999999999, 14.777299999999997, -92.0]
[-51.89569999999999, 14.777299999999997, -92.0]
[-51.465999999999994, 14.777299999999997, -92.0]
[-51.0363, 14.777299999999997, -92.0]
[-50.6066, 14.777299999999997, -92.0]
[-50.17689999999999, 14.777299999999997, -92.0]
[-49.74719999999999, 14.777299999999997, -92.0]
[-49.317499999999995, 14.777299999999997, -92.0]
[-51.89569999999999, 15.207000000000022, -92.0]
[-51.465999999999994, 15.207000000000022, -92.0]
[-51.0363, 15.207000000000022, -92.0]
[-50.6066, 15.207000000000022, -92.0]
[-50.17689999999999, 15.207000000000022, -92.0]
[-49.74719999999999, 15.207000000000022, -92.0]
[-51.0363, 15.636700000000019, -92.0]
[-50.6066, 15.636700000000019, -92.0]
[-50.17689999999999, 15.636700000000019, -92.0]

TotalPts: 882
pixVals
 [513.0, 534.0, 545.0, 554.0, 547.0, 519.0, 495.0, 478.0, 479.0, 519.0, 592.0, 619.0, 593.0, 569.0, 590.0, 599.0, 579.0, 517.0, 376.0, 415.0, 410.0, 645.0, 696.0, 682.0, 650.0, 668.0, 720.0, 722.0, 659.0, 619.0, 613.0, 630.0, 611.0, 536.0, 400.0, 467.0, 489.0, 443.0, 622.0, 789.0, 851.0, 838.0, 811.0, 811.0, 832.0, 834.0, 789.0, 726.0, 691.0, 658.0, 612.0, 551.0, 436.0, 501.0, 500.0, 438.0, 697.0, 860.0, 915.0, 908.0, 898.0, 903.0, 924.0, 945.0, 943.0, 904.0, 818.0, 727.0, 644.0, 597.0, 567.0, 439.0, 472.0, 433.0, 693.0, 846.0, 882.0, 883.0, 902.0, 930.0, 964.0, 1016.0, 1061.0, 1056.0, 981.0, 834.0, 719.0, 680.0, 710.0, 670.0, 640.0, 792.0, 801.0, 789.0, 835.0, 889.0, 938.0, 1006.0, 1079.0, 1090.0, 1069.0, 964.0, 830.0, 779.0, 810.0, 807.0, 807.0, 615.0, 774.0, 770.0, 753.0, 782.0, 830.0, 864.0, 918.0, 998.0, 1052.0, 1065.0, 1038.0, 971.0, 876.0, 840.0, 852.0, 852.0, 694.0, 382.0, 682.0, 827.0, 803.0, 762.0, 787.0, 820.0, 831.0, 853.0, 894.0, 933.0, 1002.0, 1064.0, 1073.0, 983.0, 865.0, 817.0, 817.0, 773.0, 384.0, 349.0, 543.0, 827.0, 933.0, 890.0, 838.0, 849.0, 861.0, 847.0, 852.0, 877.0, 893.0, 935.0, 1061.0, 1148.0, 1102.0, 932.0, 831.0, 831.0, 821.0, 661.0, 380.0, 366.0, 762.0, 964.0, 1000.0, 930.0, 910.0, 936.0, 933.0, 891.0, 897.0, 942.0, 939.0, 936.0, 1031.0, 1177.0, 1196.0, 1070.0, 921.0, 921.0, 878.0, 713.0, 668.0, 896.0, 1020.0, 997.0, 921.0, 921.0, 984.0, 975.0, 922.0, 931.0, 1021.0, 1024.0, 970.0, 986.0, 1141.0, 1220.0, 1171.0, 1056.0, 1056.0, 935.0, 762.0, 715.0, 915.0, 999.0, 961.0, 901.0, 923.0, 1007.0, 994.0, 913.0, 925.0, 1030.0, 1057.0, 967.0, 935.0, 1031.0, 1175.0, 1190.0, 1119.0, 1119.0, 944.0, 759.0, 662.0, 859.0, 965.0, 957.0, 907.0, 924.0, 1011.0, 1006.0, 914.0, 896.0, 986.0, 1031.0, 973.0, 926.0, 950.0, 1076.0, 1135.0, 1098.0, 1098.0, 872.0, 662.0, 795.0, 959.0, 996.0, 928.0, 913.0, 989.0, 1010.0, 934.0, 895.0, 946.0, 1038.0, 1021.0, 947.0, 942.0, 1023.0, 1067.0, 1024.0, 1024.0, 742.0, 741.0, 947.0, 1020.0, 948.0, 873.0, 926.0, 992.0, 960.0, 907.0, 969.0, 1075.0, 1097.0, 1049.0, 1025.0, 1024.0, 1014.0, 930.0, 930.0, 598.0, 655.0, 859.0, 955.0, 903.0, 816.0, 854.0, 958.0, 966.0, 955.0, 1039.0, 1135.0, 1149.0, 1098.0, 1054.0, 1016.0, 937.0, 814.0, 814.0, 509.0, 688.0, 801.0, 811.0, 767.0, 823.0, 940.0, 996.0, 1027.0, 1098.0, 1140.0, 1104.0, 1027.0, 968.0, 905.0, 796.0, 655.0, 625.0, 720.0, 756.0, 857.0, 955.0, 1025.0, 1072.0, 1098.0, 1060.0, 953.0, 840.0, 768.0, 701.0, 595.0, 482.0, 652.0, 774.0, 875.0, 961.0, 1026.0, 1056.0, 1029.0, 919.0, 745.0, 591.0, 727.0, 824.0, 894.0, 943.0, 955.0, 898.0, 758.0, 511.0, 615.0, 690.0, 739.0, 774.0, 782.0, 727.0, 443.0, 565.0, 632.0, 638.0, 601.0, 512.0, 420.0, 402.0, 569.0, 541.0, 477.0, 483.0, 598.0, 775.0, 876.0, 903.0, 903.0, 891.0, 830.0, 701.0, 524.0, 509.0, 608.0, 672.0, 707.0, 730.0, 773.0, 810.0, 788.0, 739.0, 773.0, 915.0, 1041.0, 1059.0, 1023.0, 1027.0, 1068.0, 1060.0, 961.0, 797.0, 616.0, 546.0, 728.0, 855.0, 897.0, 897.0, 917.0, 943.0, 922.0, 899.0, 975.0, 1125.0, 1126.0, 962.0, 747.0, 738.0, 912.0, 972.0, 956.0, 935.0, 1017.0, 765.0, 673.0, 872.0, 953.0, 943.0, 1008.0, 736.0, 602.0, 806.0, 910.0, 996.0, 745.0, 545.0, 755.0, 894.0, 817.0, 478.0, 712.0, 907.0, 862.0, 642.0, 931.0, 829.0, 307.0, 312.0, 586.0, 941.0, 707.0, 409.0, 447.0, 376.0, 916.0, 519.0, 490.0, 488.0, 394.0, 842.0, 573.0, 637.0, 439.0, 541.0, 514.0, 423.0, 730.0, 555.0, 367.0, 457.0, 561.0, 585.0, 485.0, 468.0, 480.0, 434.0, 571.0, 625.0, 544.0, 424.0, 397.0, 396.0, 448.0, 580.0, 646.0, 605.0, 480.0, 462.0, 588.0, 657.0, 644.0, 597.0, 547.0, 412.0, 498.0, 600.0, 647.0, 640.0, 585.0, 589.0, 433.0, 516.0, 566.0, 615.0, 635.0, 585.0, 497.0, 595.0, 436.0, 557.0, 604.0, 591.0, 603.0, 574.0, 486.0, 424.0, 411.0, 383.0, 626.0, 495.0, 595.0, 615.0, 580.0, 535.0, 467.0, 372.0, 576.0, 518.0, 518.0, 471.0, 389.0, 427.0, 457.0, 420.0, 421.0, 520.0, 552.0, 549.0, 540.0, 557.0, 431.0, 429.0, 391.0, 451.0, 451.0, 442.0, 481.0, 458.0, 445.0, 425.0, 418.0, 425.0, 433.0, 435.0, 603.0, 598.0, 573.0, 545.0, 523.0, 561.0, 443.0, 645.0, 718.0, 510.0, 657.0, 639.0, 510.0, 721.0, 562.0, 723.0, 671.0, 688.0, 667.0, 648.0, 1000.0, 693.0, 703.0, 993.0, 689.0, 677.0, 931.0, 611.0, 829.0, 626.0, 853.0, 686.0, 809.0, 459.0, 591.0, 797.0, 683.0, 726.0, 512.0, 1071.0, 575.0, 1061.0, 516.0, 781.0, 665.0, 683.0, 497.0, 950.0, 969.0, 859.0, 633.0, 786.0, 580.0, 696.0, 643.0, 635.0, 617.0, 818.0, 849.0, 759.0, 696.0, 722.0, 679.0, 754.0, 549.0, 623.0, 563.0, 565.0, 530.0, 458.0, 491.0, 575.0, 715.0, 715.0, 629.0, 593.0, 606.0, 609.0, 597.0, 584.0, 587.0, 565.0, 523.0, 496.0, 487.0, 464.0, 543.0, 585.0, 645.0, 596.0, 520.0, 512.0, 538.0, 528.0, 491.0, 471.0, 467.0, 467.0, 491.0, 494.0, 488.0, 476.0, 494.0, 480.0, 604.0, 591.0, 508.0, 454.0, 474.0, 527.0, 520.0, 463.0, 442.0, 437.0, 469.0, 513.0, 530.0, 523.0, 544.0, 576.0, 547.0, 548.0, 507.0, 453.0, 429.0, 476.0, 545.0, 549.0, 495.0, 457.0, 476.0, 537.0, 576.0, 574.0, 557.0, 599.0, 633.0, 411.0, 421.0, 461.0, 529.0, 538.0, 519.0, 514.0, 552.0, 608.0, 625.0, 595.0, 590.0, 635.0, 655.0, 410.0, 433.0, 479.0, 513.0, 516.0, 527.0, 572.0, 616.0, 619.0, 595.0, 602.0, 631.0, 465.0, 481.0, 472.0, 451.0, 536.0, 508.0, 483.0, 455.0, 459.0, 521.0, 630.0, 689.0, 658.0, 567.0, 571.0, 571.0, 521.0, 513.0, 736.0, 718.0, 702.0, 695.0, 676.0, 629.0, 562.0, 510.0, 514.0, 616.0, 787.0, 860.0, 793.0, 517.0, 528.0, 517.0, 753.0, 807.0, 809.0, 783.0, 768.0, 772.0, 773.0, 756.0, 708.0, 625.0, 602.0, 684.0, 846.0, 903.0, 805.0, 545.0, 545.0, 793.0, 810.0, 808.0, 793.0, 764.0, 764.0, 798.0, 833.0, 839.0, 784.0, 701.0, 721.0, 832.0, 853.0, 740.0, 777.0, 787.0, 785.0, 773.0, 737.0, 709.0, 759.0, 860.0, 921.0, 889.0, 793.0, 750.0, 812.0, 802.0, 744.0, 742.0, 756.0, 753.0, 709.0, 697.0, 722.0, 859.0, 940.0, 921.0, 831.0, 789.0, 835.0, 809.0, 720.0, 726.0, 737.0, 758.0, 730.0, 708.0, 741.0, 853.0, 914.0, 885.0, 811.0, 830.0, 890.0, 853.0, 721.0, 749.0, 787.0, 815.0, 810.0, 812.0, 841.0, 851.0, 795.0, 784.0, 865.0, 903.0, 868.0, 703.0, 718.0, 790.0, 873.0, 918.0, 908.0, 857.0, 775.0, 734.0, 759.0, 858.0, 897.0, 808.0, 659.0, 654.0, 740.0, 872.0, 954.0, 946.0, 868.0, 756.0, 737.0, 762.0, 823.0, 809.0, 638.0, 787.0, 908.0, 931.0, 873.0, 796.0, 759.0, 771.0, 759.0, 769.0, 839.0, 839.0, 809.0, 778.0, 737.0, 730.0, 740.0, 712.0]
